productkey,product_name,brand,color,unit_cost_usd,unit_price_usd,subcategorykey,subcategory,categorykey,category
673,proseware_laser_jet_printer_e100_grey,proseware,grey,40.28,79.0,306,printers_scanners_fax,3,computers
674,proseware_laser_jet_color_printer_x300_grey,proseware,grey,69.25,209.0,306,printers_scanners_fax,3,computers
675,proseware_laser_jet_all_in_one_x300_grey,proseware,grey,72.56,219.0,306,printers_scanners_fax,3,computers
676,proseware_fax_phone_e100_grey,proseware,grey,44.36,87.0,306,printers_scanners_fax,3,computers
677,proseware_fax_machine_e100_grey,proseware,grey,40.28,79.0,306,printers_scanners_fax,3,computers
678,proseware_laser_fax_printer_e100_grey,proseware,grey,46.39,91.0,306,printers_scanners_fax,3,computers
679,proseware_ink_jet_fax_machine_e100_grey,proseware,grey,39.77,78.0,306,printers_scanners_fax,3,computers
680,proseware_mobile_receipt_and_document_scanner_m200_grey,proseware,grey,53.34,116.0,306,printers_scanners_fax,3,computers
681,proseware_scan_jet_digital_flat_bed_scanner_m300_grey,proseware,grey,55.64,121.0,306,printers_scanners_fax,3,computers
682,proseware_allinone_photo_printer_m200_grey,proseware,grey,62.54,136.0,306,printers_scanners_fax,3,computers
683,proseware_ink_jet_wireless_allinone_printer_m400_grey,proseware,grey,59.32,129.0,306,printers_scanners_fax,3,computers
684,proseware_ink_jet_instant_pdf_sheetfed_scanner_m300_grey,proseware,grey,73.58,160.0,306,printers_scanners_fax,3,computers
685,proseware_desk_jet_allinone_printer_scanner_copier_m350_grey,proseware,grey,72.66,158.0,306,printers_scanners_fax,3,computers
686,proseware_duplex_scanner_m200_grey,proseware,grey,68.52,149.0,306,printers_scanners_fax,3,computers
687,proseware_high_speed_laser_fax_m2000_grey,proseware,grey,69.25,209.0,306,printers_scanners_fax,3,computers
688,proseware_laser_fax_printer_m250_grey,proseware,grey,54.26,118.0,306,printers_scanners_fax,3,computers
689,proseware_color_ink_jet_fax_copier_phone_m250_grey,proseware,grey,73.12,159.0,306,printers_scanners_fax,3,computers
690,proseware_color_ink_jet_fax_with_58_ghz_cordless_handset_x250_grey,proseware,grey,75.54,228.0,306,printers_scanners_fax,3,computers
691,proseware_slimdesign_fax_machine_with_answering_system_x180_grey,proseware,grey,78.19,236.0,306,printers_scanners_fax,3,computers
692,proseware_highperformance_businessclass_laser_fax_x200_grey,proseware,grey,82.17,248.0,306,printers_scanners_fax,3,computers
693,proseware_professional_quality_plainpaper_fax_and_copier_x100_grey,proseware,grey,75.87,229.0,306,printers_scanners_fax,3,computers
694,proseware_photo_ink_jet_printer_e290_grey,proseware,grey,52.0,102.0,306,printers_scanners_fax,3,computers
695,proseware_office_jet_allinone_printer_m500_grey,proseware,grey,74.96,163.0,306,printers_scanners_fax,3,computers
696,proseware_office_jet_wireless_allinone_inkjet_printer_m600_grey,proseware,grey,87.37,190.0,306,printers_scanners_fax,3,computers
697,proseware_photo_smart_allinone_printer_m380_grey,proseware,grey,67.6,147.0,306,printers_scanners_fax,3,computers
698,proseware_wireless_photo_allinone_printer_m390_grey,proseware,grey,86.45,188.0,306,printers_scanners_fax,3,computers
699,proseware_23ppm_laser_printer_with_wireless_and_wired_network_interfaces_m680_grey,proseware,grey,90.13,196.0,306,printers_scanners_fax,3,computers
700,proseware_photo_ink_jet_printer_m100_white,proseware,white,73.12,159.0,306,printers_scanners_fax,3,computers
701,proseware_ink_jet_all_in_one_m300_white,proseware,white,77.72,169.0,306,printers_scanners_fax,3,computers
702,proseware_laser_jet_printer_e100_white,proseware,white,40.28,79.0,306,printers_scanners_fax,3,computers
703,proseware_laser_jet_color_printer_x300_white,proseware,white,69.25,209.0,306,printers_scanners_fax,3,computers
704,proseware_laser_jet_all_in_one_x300_white,proseware,white,72.56,219.0,306,printers_scanners_fax,3,computers
705,proseware_fax_phone_e100_white,proseware,white,44.36,87.0,306,printers_scanners_fax,3,computers
706,proseware_fax_machine_e100_white,proseware,white,40.28,79.0,306,printers_scanners_fax,3,computers
707,proseware_laser_fax_printer_e100_white,proseware,white,46.39,91.0,306,printers_scanners_fax,3,computers
708,proseware_ink_jet_fax_machine_e100_white,proseware,white,39.77,78.0,306,printers_scanners_fax,3,computers
709,proseware_mobile_receipt_and_document_scanner_m200_white,proseware,white,53.34,116.0,306,printers_scanners_fax,3,computers
710,proseware_scan_jet_digital_flat_bed_scanner_m300_white,proseware,white,55.64,121.0,306,printers_scanners_fax,3,computers
711,proseware_allinone_photo_printer_m200_white,proseware,white,62.54,136.0,306,printers_scanners_fax,3,computers
712,proseware_ink_jet_wireless_allinone_printer_m400_white,proseware,white,59.32,129.0,306,printers_scanners_fax,3,computers
713,proseware_ink_jet_instant_pdf_sheetfed_scanner_m300_white,proseware,white,73.58,160.0,306,printers_scanners_fax,3,computers
714,proseware_desk_jet_allinone_printer_scanner_copier_m350_white,proseware,white,72.66,158.0,306,printers_scanners_fax,3,computers
715,proseware_duplex_scanner_m200_white,proseware,white,68.52,149.0,306,printers_scanners_fax,3,computers
716,proseware_high_speed_laser_m2000_white,proseware,white,69.25,209.0,306,printers_scanners_fax,3,computers
717,proseware_laser_fax_printer_m250_white,proseware,white,54.26,118.0,306,printers_scanners_fax,3,computers
718,proseware_color_ink_jet_fax_copier_phone_m250_white,proseware,white,73.12,159.0,306,printers_scanners_fax,3,computers
719,proseware_color_ink_jet_fax_with_58_ghz_cordless_handset_x250_white,proseware,white,75.54,228.0,306,printers_scanners_fax,3,computers
720,proseware_slimdesign_fax_machine_with_answering_system_x180_white,proseware,white,78.19,236.0,306,printers_scanners_fax,3,computers
721,proseware_highperformance_businessclass_laser_fax_x200_white,proseware,white,82.17,248.0,306,printers_scanners_fax,3,computers
722,proseware_professional_quality_plainpaper_fax_and_copier_x100_white,proseware,white,75.87,229.0,306,printers_scanners_fax,3,computers
723,proseware_photo_ink_jet_printer_e290_white,proseware,white,52.0,102.0,306,printers_scanners_fax,3,computers
724,proseware_office_jet_allinone_printer_m500_white,proseware,white,74.96,163.0,306,printers_scanners_fax,3,computers
725,proseware_office_jet_wireless_allinone_inkjet_printer_m600_white,proseware,white,87.37,190.0,306,printers_scanners_fax,3,computers
726,proseware_photo_smart_allinone_printer_m380_white,proseware,white,67.6,147.0,306,printers_scanners_fax,3,computers
727,proseware_wireless_photo_allinone_printer_m390_white,proseware,white,86.45,188.0,306,printers_scanners_fax,3,computers
728,proseware_23ppm_laser_printer_with_wireless_and_wired_network_interfaces_m680_white,proseware,white,90.13,196.0,306,printers_scanners_fax,3,computers
729,proseware_scan_jet_digital_flat_bed_scanner_m300_green,proseware,green,55.64,121.0,306,printers_scanners_fax,3,computers
730,proseware_allinone_photo_printer_m200_green,proseware,green,62.54,136.0,306,printers_scanners_fax,3,computers
731,proseware_ink_jet_wireless_allinone_printer_m400_green,proseware,green,59.32,129.0,306,printers_scanners_fax,3,computers
732,proseware_ink_jet_instant_pdf_sheetfed_scanner_m300_green,proseware,green,73.58,160.0,306,printers_scanners_fax,3,computers
733,proseware_desk_jet_allinone_printer_scanner_copier_m350_green,proseware,green,72.66,158.0,306,printers_scanners_fax,3,computers
734,proseware_duplex_scanner_m200_green,proseware,green,68.52,149.0,306,printers_scanners_fax,3,computers
735,proseware_high_speed_laser_m2000_green,proseware,green,69.25,209.0,306,printers_scanners_fax,3,computers
736,proseware_laser_fax_printer_m250_green,proseware,green,54.26,118.0,306,printers_scanners_fax,3,computers
737,proseware_color_ink_jet_fax_copier_phone_m250_green,proseware,green,73.12,159.0,306,printers_scanners_fax,3,computers
738,proseware_color_ink_jet_fax_with_58_ghz_cordless_handset_x250_green,proseware,green,75.54,228.0,306,printers_scanners_fax,3,computers
739,proseware_slimdesign_fax_machine_with_answering_system_x180_green,proseware,green,78.19,236.0,306,printers_scanners_fax,3,computers
740,proseware_highperformance_businessclass_laser_fax_x200_green,proseware,green,82.17,248.0,306,printers_scanners_fax,3,computers
741,proseware_professional_quality_plainpaper_fax_and_copier_x100_green,proseware,green,75.87,229.0,306,printers_scanners_fax,3,computers
742,proseware_photo_inkjet_printer_e290_green,proseware,green,52.0,102.0,306,printers_scanners_fax,3,computers
743,contoso_rechargeable_battery_e100_black,contoso,black,6.6,12.95,308,computers_accessories,3,computers
744,contoso_dual_usb_power_adapter_power_adapter_e300_black,contoso,black,20.34,39.9,308,computers_accessories,3,computers
745,contoso_car_power_adapter_m90_black,contoso,black,9.17,19.95,308,computers_accessories,3,computers
746,contoso_notebook_peripheral_kit_m69_black,contoso,black,7.59,16.5,308,computers_accessories,3,computers
747,contoso_mouse_lock_bundle_e200_black,contoso,black,6.6,12.95,308,computers_accessories,3,computers
748,contoso_education_supplies_bundle_e200_black,contoso,black,6.88,13.5,308,computers_accessories,3,computers
749,contoso_laptop_starter_bundle_m200_black,contoso,black,7.59,16.5,308,computers_accessories,3,computers
750,contoso_education_essentials_bundle_m300_black,contoso,black,4.37,9.5,308,computers_accessories,3,computers
751,contoso_desktop_alternative_bundle_e200_black,contoso,black,5.86,11.5,308,computers_accessories,3,computers
752,contoso_power_inverter_dc_to_ac_power_inverter_e900_black,contoso,black,4.84,9.5,308,computers_accessories,3,computers
753,contoso_smart_battery_m901_black,contoso,black,5.29,11.5,308,computers_accessories,3,computers
754,contoso_laptop_cooling_hub_notebook_fan_with_4_ports_usb_hub_e80_black,contoso,black,15.24,29.9,308,computers_accessories,3,computers
755,contoso_homeoffice_laptop_power_adapter_e300_black,contoso,black,13.0,25.5,308,computers_accessories,3,computers
756,contoso_usb_20_dock_station_docking_station_m800_black,contoso,black,13.75,29.9,308,computers_accessories,3,computers
757,contoso_enhanced_capacity_battery_m800_black,contoso,black,12.83,27.9,308,computers_accessories,3,computers
758,contoso_connectivity_starter_kit_smart_buy_m680_black,contoso,black,12.83,27.9,308,computers_accessories,3,computers
759,contoso_90w_acdc_power_adapter_e300_black,contoso,black,6.07,11.9,308,computers_accessories,3,computers
760,contoso_reserve_pen_tablet_pen_e200_black,contoso,black,7.09,13.9,308,computers_accessories,3,computers
761,contoso_usb_data_linkdirect_connect_adapter_e600_black,contoso,black,8.62,16.9,308,computers_accessories,3,computers
762,contoso_primary_extended_capacity_battery_pack_notebook_battery_x100_black,contoso,black,11.23,33.9,308,computers_accessories,3,computers
763,contoso_digital_camera_accessory_kit_m200_black,contoso,black,10.99,23.9,308,computers_accessories,3,computers
764,contoso_leather_case_case_for_digital_photo_camera_x20_black,contoso,black,13.22,39.9,308,computers_accessories,3,computers
765,contoso_lens_cap_e80_black,contoso,black,15.27,29.95,308,computers_accessories,3,computers
766,contoso_battery_charger_bike_e200_black,contoso,black,10.15,19.9,308,computers_accessories,3,computers
767,contoso_usb_optical_mouse_e200_black,contoso,black,7.9,15.5,308,computers_accessories,3,computers
768,contoso_adsl_modem_splitterfilter_x_1_e100_black,contoso,black,9.13,17.9,308,computers_accessories,3,computers
769,contoso_adsl_modem_splitterfilter_x_2_e200_black,contoso,black,11.68,22.9,308,computers_accessories,3,computers
770,contoso_adsl_modem_splitterfilter_x_3_e300_black,contoso,black,26.97,52.9,308,computers_accessories,3,computers
771,contoso_usb_wave_multimedia_keyboard_e280_black,contoso,black,8.11,15.9,308,computers_accessories,3,computers
772,contoso_cables_to_go_usb_20_hard_drive_enclosure_e920_black,contoso,black,6.07,11.9,308,computers_accessories,3,computers
773,contoso_usb_wave_multimedia_keyboard_e280_blue,contoso,blue,8.11,15.9,308,computers_accessories,3,computers
774,contoso_usb_optical_mouse_e200_blue,contoso,blue,7.9,15.5,308,computers_accessories,3,computers
775,contoso_smart_battery_m901_blue,contoso,blue,5.29,11.5,308,computers_accessories,3,computers
776,contoso_digital_camera_accessory_kit_m200_blue,contoso,blue,10.99,23.9,308,computers_accessories,3,computers
777,contoso_reserve_pen_tablet_pen_e200_blue,contoso,blue,7.09,13.9,308,computers_accessories,3,computers
778,contoso_rechargeable_battery_e100_white,contoso,white,6.6,12.95,308,computers_accessories,3,computers
779,contoso_dual_usb_power_adapter_power_adapter_e300_white,contoso,white,20.34,39.9,308,computers_accessories,3,computers
780,contoso_car_power_adapter_m90_white,contoso,white,9.17,19.95,308,computers_accessories,3,computers
781,contoso_notebook_peripheral_kit_m69_white,contoso,white,7.59,16.5,308,computers_accessories,3,computers
782,contoso_mouse_lock_bundle_e200_white,contoso,white,6.6,12.95,308,computers_accessories,3,computers
783,contoso_education_supplies_bundle_e200_white,contoso,white,6.88,13.5,308,computers_accessories,3,computers
784,contoso_laptop_starter_bundle_m200_white,contoso,white,7.59,16.5,308,computers_accessories,3,computers
785,contoso_education_essentials_bundle_m300_white,contoso,white,4.37,9.5,308,computers_accessories,3,computers
786,contoso_desktop_alternative_bundle_e200_white,contoso,white,5.86,11.5,308,computers_accessories,3,computers
787,contoso_power_inverter_dc_to_ac_power_inverter_e900_white,contoso,white,4.84,9.5,308,computers_accessories,3,computers
788,contoso_smart_battery_m901_white,contoso,white,5.29,11.5,308,computers_accessories,3,computers
789,contoso_laptop_cooling_hub_notebook_fan_with_4_ports_usb_hub_e80_white,contoso,white,15.24,29.9,308,computers_accessories,3,computers
790,contoso_homeoffice_laptop_power_adapter_e300_white,contoso,white,13.0,25.5,308,computers_accessories,3,computers
791,contoso_usb_20_dock_station_docking_station_m800_white,contoso,white,13.75,29.9,308,computers_accessories,3,computers
792,contoso_enhanced_capacity_battery_m800_white,contoso,white,12.83,27.9,308,computers_accessories,3,computers
793,contoso_connectivity_starter_kit_smart_buy_m680_white,contoso,white,12.83,27.9,308,computers_accessories,3,computers
794,contoso_90w_acdc_power_adapter_e300_white,contoso,white,6.07,11.9,308,computers_accessories,3,computers
795,contoso_reserve_pen_tablet_pen_e200_white,contoso,white,7.09,13.9,308,computers_accessories,3,computers
796,contoso_usb_data_link_direct_connect_adapter_e600_white,contoso,white,8.62,16.9,308,computers_accessories,3,computers
797,contoso_primary_extended_capacity_battery_pack_notebook_battery_x100_white,contoso,white,11.23,33.9,308,computers_accessories,3,computers
798,contoso_digital_camera_accessory_kit_m200_white,contoso,white,10.99,23.9,308,computers_accessories,3,computers
799,contoso_leather_case_case_for_digital_photo_camera_x20_white,contoso,white,13.22,39.9,308,computers_accessories,3,computers
800,contoso_lens_cap_e80_white,contoso,white,15.27,29.95,308,computers_accessories,3,computers
801,contoso_battery_charger_bike_e200_white,contoso,white,10.15,19.9,308,computers_accessories,3,computers
802,contoso_usb_optical_mouse_e200_white,contoso,white,7.9,15.5,308,computers_accessories,3,computers
803,contoso_adsl_modem_splitterfilter_x_1_e100_white,contoso,white,9.13,17.9,308,computers_accessories,3,computers
804,contoso_adsl_modem_splitterfilter_x_2_e200_white,contoso,white,11.68,22.9,308,computers_accessories,3,computers
805,contoso_adsl_modem_splitterfilter_x_3_e300_white,contoso,white,26.97,52.9,308,computers_accessories,3,computers
806,contoso_usb_wave_multimedia_keyboard_e280_white,contoso,white,8.11,15.9,308,computers_accessories,3,computers
807,contoso_cables_to_go_usb_20_hard_drive_enclosure_e920_white,contoso,white,6.07,11.9,308,computers_accessories,3,computers
808,contoso_rechargeable_battery_e100_grey,contoso,grey,6.6,12.95,308,computers_accessories,3,computers
809,contoso_dual_usb_power_adapter_power_adapter_e300_grey,contoso,grey,20.34,39.9,308,computers_accessories,3,computers
810,contoso_car_power_adapter_m90_grey,contoso,grey,9.17,19.95,308,computers_accessories,3,computers
811,contoso_notebook_peripheral_kit_m69_grey,contoso,grey,7.59,16.5,308,computers_accessories,3,computers
812,contoso_mouse_lock_bundle_e200_grey,contoso,grey,6.6,12.95,308,computers_accessories,3,computers
813,contoso_education_supplies_bundle_e200_grey,contoso,grey,6.88,13.5,308,computers_accessories,3,computers
814,contoso_laptop_starter_bundle_m200_grey,contoso,grey,7.59,16.5,308,computers_accessories,3,computers
815,contoso_education_essentials_bundle_m300_grey,contoso,grey,4.37,9.5,308,computers_accessories,3,computers
816,contoso_desktop_alternative_bundle_e200_grey,contoso,grey,5.86,11.5,308,computers_accessories,3,computers
817,contoso_power_inverter_dc_to_ac_power_inverter_e900_grey,contoso,grey,4.84,9.5,308,computers_accessories,3,computers
818,contoso_smart_battery_m901_grey,contoso,grey,5.29,11.5,308,computers_accessories,3,computers
819,contoso_laptop_cooling_hub_notebook_fan_with_4_ports_usb_hub_e80_grey,contoso,grey,15.24,29.9,308,computers_accessories,3,computers
820,contoso_homeoffice_laptop_power_adapter_e300_grey,contoso,grey,13.0,25.5,308,computers_accessories,3,computers
821,contoso_usb_20_dock_station_docking_station_m800_grey,contoso,grey,13.75,29.9,308,computers_accessories,3,computers
822,contoso_enhanced_capacity_battery_m800_grey,contoso,grey,12.83,27.9,308,computers_accessories,3,computers
823,contoso_connectivity_starter_kit_smart_buy_m680_grey,contoso,grey,12.83,27.9,308,computers_accessories,3,computers
824,contoso_90w_acdc_power_adapter_e300_grey,contoso,grey,6.07,11.9,308,computers_accessories,3,computers
825,contoso_reserve_pen_tablet_pen_e200_grey,contoso,grey,7.09,13.9,308,computers_accessories,3,computers
826,contoso_usb_data_link_direct_connect_adapter_e600_grey,contoso,grey,8.62,16.9,308,computers_accessories,3,computers
827,contoso_primary_extended_capacity_battery_pack_notebook_battery_x100_grey,contoso,grey,11.23,33.9,308,computers_accessories,3,computers
828,contoso_digital_camera_accessory_kit_m200_grey,contoso,grey,10.99,23.9,308,computers_accessories,3,computers
829,contoso_leather_case_case_for_digital_photo_camera_x20_grey,contoso,grey,13.22,39.9,308,computers_accessories,3,computers
830,contoso_lens_cap_e80_grey,contoso,grey,15.27,29.95,308,computers_accessories,3,computers
831,contoso_battery_charger_bike_e200_grey,contoso,grey,10.15,19.9,308,computers_accessories,3,computers
832,contoso_usb_optical_mouse_e200_grey,contoso,grey,7.9,15.5,308,computers_accessories,3,computers
833,contoso_adsl_modem_splitterfilter_x_1_e100_grey,contoso,grey,9.13,17.9,308,computers_accessories,3,computers
834,contoso_adsl_modem_splitterfilter_x_2_e200_grey,contoso,grey,11.68,22.9,308,computers_accessories,3,computers
835,contoso_adsl_modem_splitterfilter_x_3_e300_grey,contoso,grey,26.97,52.9,308,computers_accessories,3,computers
836,contoso_usb_wave_multimedia_keyboard_e280_grey,contoso,grey,8.11,15.9,308,computers_accessories,3,computers
837,contoso_cables_to_go_usb_20_hard_drive_enclosure_e920_grey,contoso,grey,6.07,11.9,308,computers_accessories,3,computers
838,contoso_usb_optical_mouse_e200_gold,contoso,gold,7.9,15.5,308,computers_accessories,3,computers
839,contoso_usb_wave_multimedia_keyboard_m901_gold,contoso,gold,11.91,25.9,308,computers_accessories,3,computers
840,contoso_laptop_cooling_hub_notebook_fan_with_4_ports_usb_hub_m200_gold,contoso,gold,18.35,39.9,308,computers_accessories,3,computers
841,contoso_reserve_pen_tablet_pen_e200_gold,contoso,gold,7.09,13.9,308,computers_accessories,3,computers
842,contoso_bright_light_battery_e20_black,contoso,black,13.71,26.9,308,computers_accessories,3,computers
843,contoso_bright_light_battery_e20_blue,contoso,blue,13.71,26.9,308,computers_accessories,3,computers
844,contoso_bright_light_battery_e20_pink,contoso,pink,13.71,26.9,308,computers_accessories,3,computers
845,contoso_bright_light_battery_e20_white,contoso,white,13.71,26.9,308,computers_accessories,3,computers
846,contoso_ultraportable_neoprene_sleeve_e30_black,contoso,black,7.95,15.6,308,computers_accessories,3,computers
847,contoso_ultraportable_neoprene_sleeve_e30_pink,contoso,pink,7.95,15.6,308,computers_accessories,3,computers
848,contoso_ultraportable_neoprene_sleeve_e30_yellow,contoso,yellow,7.95,15.6,308,computers_accessories,3,computers
849,contoso_ultraportable_neoprene_sleeve_e30_green,contoso,green,7.95,15.6,308,computers_accessories,3,computers
850,contoso_laptop_keyboard_x105_black,contoso,black,76.5,230.9,308,computers_accessories,3,computers
851,contoso_laptop_keyboard_x105_white,contoso,white,76.5,230.9,308,computers_accessories,3,computers
852,contoso_laptop_keyboard_x105_brown,contoso,brown,76.5,230.9,308,computers_accessories,3,computers
853,contoso_laptop_keyboard_x105_silver,contoso,silver,76.5,230.9,308,computers_accessories,3,computers
854,contoso_multimedia_speakers_m25_brown,contoso,brown,59.32,129.0,308,computers_accessories,3,computers
855,contoso_multimedia_speakers_m25_blue,contoso,blue,59.32,129.0,308,computers_accessories,3,computers
856,contoso_multimedia_speakers_m25_black,contoso,black,59.32,129.0,308,computers_accessories,3,computers
857,contoso_multimedia_speakers_m25_white,contoso,white,59.32,129.0,308,computers_accessories,3,computers
858,contoso_wireless_notebook_optical_mouse_m35_black,contoso,black,13.77,29.95,308,computers_accessories,3,computers
859,contoso_wireless_notebook_optical_mouse_m35_white,contoso,white,13.77,29.95,308,computers_accessories,3,computers
860,contoso_wireless_notebook_optical_mouse_m35_blue,contoso,blue,13.77,29.95,308,computers_accessories,3,computers
861,contoso_wireless_notebook_optical_mouse_m35_silver,contoso,silver,13.77,29.95,308,computers_accessories,3,computers
862,contoso_wireless_notebook_optical_mouse_m35_orange,contoso,orange,13.77,29.95,308,computers_accessories,3,computers
863,contoso_optical_usb_mouse_m45_black,contoso,black,23.45,50.99,308,computers_accessories,3,computers
864,contoso_optical_usb_mouse_m45_white,contoso,white,23.45,50.99,308,computers_accessories,3,computers
865,contoso_optical_usb_mouse_m45_grey,contoso,grey,23.45,50.99,308,computers_accessories,3,computers
866,contoso_wireless_laser_mouse_m55_black,contoso,black,32.19,69.99,308,computers_accessories,3,computers
867,contoso_wireless_laser_mouse_m55_white,contoso,white,32.19,69.99,308,computers_accessories,3,computers
868,contoso_wireless_laser_mouse_m55_grey,contoso,grey,32.19,69.99,308,computers_accessories,3,computers
869,contoso_wireless_laser_mouse_m55_silver,contoso,silver,32.19,69.99,308,computers_accessories,3,computers
870,contoso_wireless_laser_mouse_e50_black,contoso,black,10.69,20.96,308,computers_accessories,3,computers
871,contoso_wireless_laser_mouse_e50_white,contoso,white,10.69,20.96,308,computers_accessories,3,computers
872,contoso_wireless_laser_mouse_e50_silver,contoso,silver,10.69,20.96,308,computers_accessories,3,computers
873,contoso_wireless_laser_mouse_e50_grey,contoso,grey,10.69,20.96,308,computers_accessories,3,computers
874,contoso_wireless_notebook_optical_mouse_x205_black,contoso,black,43.06,129.95,308,computers_accessories,3,computers
875,contoso_wireless_notebook_optical_mouse_x205_white,contoso,white,43.06,129.95,308,computers_accessories,3,computers
876,contoso_wireless_notebook_optical_mouse_x205_blue,contoso,blue,43.06,129.95,308,computers_accessories,3,computers
877,contoso_wireless_notebook_optical_mouse_x205_silver,contoso,silver,43.06,129.95,308,computers_accessories,3,computers
878,contoso_wireless_notebook_optical_mouse_x205_orange,contoso,orange,43.06,129.95,308,computers_accessories,3,computers
879,contoso_optical_wheel_oem_ps2_mouse_e60_grey,contoso,grey,6.63,13.0,308,computers_accessories,3,computers
880,contoso_optical_wheel_oem_ps2_mouse_e60_black,contoso,black,6.63,13.0,308,computers_accessories,3,computers
881,contoso_optical_wheel_oem_ps2_mouse_e60_white,contoso,white,6.63,13.0,308,computers_accessories,3,computers
882,contoso_optical_wheel_oem_ps2_mouse_e60_silver,contoso,silver,6.63,13.0,308,computers_accessories,3,computers
883,contoso_bluetooth_notebook_mouse_x305_black,contoso,black,49.7,150.0,308,computers_accessories,3,computers
884,contoso_bluetooth_notebook_mouse_x305_white,contoso,white,49.7,150.0,308,computers_accessories,3,computers
885,contoso_bluetooth_notebook_mouse_x305_silver,contoso,silver,49.7,150.0,308,computers_accessories,3,computers
886,contoso_bluetooth_notebook_mouse_x305_grey,contoso,grey,49.7,150.0,308,computers_accessories,3,computers
887,contoso_bluetooth_notebook_mouse_e70_black,contoso,black,25.49,50.0,308,computers_accessories,3,computers
888,contoso_bluetooth_notebook_mouse_e70_white,contoso,white,25.49,50.0,308,computers_accessories,3,computers
889,contoso_bluetooth_notebook_mouse_e70_silver,contoso,silver,25.49,50.0,308,computers_accessories,3,computers
890,contoso_bluetooth_notebook_mouse_e70_grey,contoso,grey,25.49,50.0,308,computers_accessories,3,computers
891,sv_rechargeable_bluetooth_notebook_mouse_e80_silver,southridge_video,silver,30.58,59.99,308,computers_accessories,3,computers
892,sv_rechargeable_bluetooth_notebook_mouse_e80_black,southridge_video,black,30.58,59.99,308,computers_accessories,3,computers
893,sv_rechargeable_bluetooth_notebook_mouse_e80_white,southridge_video,white,30.58,59.99,308,computers_accessories,3,computers
894,sv_rechargeable_bluetooth_notebook_mouse_e80_grey,southridge_video,grey,30.58,59.99,308,computers_accessories,3,computers
895,sv_keyboard_e90_silver,southridge_video,silver,21.28,41.73,308,computers_accessories,3,computers
896,sv_keyboard_e90_white,southridge_video,white,21.28,41.73,308,computers_accessories,3,computers
897,sv_keyboard_e90_black,southridge_video,black,21.28,41.73,308,computers_accessories,3,computers
898,sv_keyboard_e90_grey,southridge_video,grey,21.28,41.73,308,computers_accessories,3,computers
899,sv_keyboard_e10_silver,southridge_video,silver,22.43,44.0,308,computers_accessories,3,computers
900,sv_keyboard_e10_white,southridge_video,white,22.43,44.0,308,computers_accessories,3,computers
901,sv_keyboard_e10_black,southridge_video,black,22.43,44.0,308,computers_accessories,3,computers
902,sv_keyboard_e10_grey,southridge_video,grey,22.43,44.0,308,computers_accessories,3,computers
903,sv_40gb_usb20_portable_hard_disk_e400_red,southridge_video,red,38.74,75.99,308,computers_accessories,3,computers
904,sv_40gb_usb20_portable_hard_disk_e400_silver,southridge_video,silver,38.74,75.99,308,computers_accessories,3,computers
905,sv_40gb_usb20_portable_hard_disk_e400_blue,southridge_video,blue,38.74,75.99,308,computers_accessories,3,computers
906,sv_40gb_usb20_portable_hard_disk_e400_yellow,southridge_video,yellow,38.74,75.99,308,computers_accessories,3,computers
907,sv_80gb_usb20_portable_hard_disk_e500_red,southridge_video,red,52.0,102.0,308,computers_accessories,3,computers
908,sv_80gb_usb20_portable_hard_disk_e500_silver,southridge_video,silver,52.0,102.0,308,computers_accessories,3,computers
909,sv_80gb_usb20_portable_hard_disk_e500_blue,southridge_video,blue,52.0,102.0,308,computers_accessories,3,computers
910,sv_80gb_usb20_portable_hard_disk_e500_yellow,southridge_video,yellow,52.0,102.0,308,computers_accessories,3,computers
911,sv_160gb_usb20_portable_hard_disk_m65_silver,southridge_video,silver,44.1,95.9,308,computers_accessories,3,computers
912,sv_160gb_usb20_portable_hard_disk_m65_black,southridge_video,black,44.1,95.9,308,computers_accessories,3,computers
913,sv_160gb_usb20_portable_hard_disk_m65_white,southridge_video,white,44.1,95.9,308,computers_accessories,3,computers
914,sv_160gb_usb20_portable_hard_disk_m65_grey,southridge_video,grey,44.1,95.9,308,computers_accessories,3,computers
915,sv_500gb_usb_20_portable_external_hard_drive_x405_pink,southridge_video,pink,59.31,179.0,308,computers_accessories,3,computers
916,sv_500gb_usb_20_portable_external_hard_drive_x405_blue,southridge_video,blue,59.31,179.0,308,computers_accessories,3,computers
917,sv_500gb_usb_20_portable_external_hard_drive_x405_white,southridge_video,white,59.31,179.0,308,computers_accessories,3,computers
918,sv_500gb_usb_20_portable_external_hard_drive_x405_black,southridge_video,black,59.31,179.0,308,computers_accessories,3,computers
919,sv_usb_data_cable_e600_pink,southridge_video,pink,0.48,0.95,308,computers_accessories,3,computers
920,sv_usb_data_cable_e600_black,southridge_video,black,0.48,0.95,308,computers_accessories,3,computers
921,sv_usb_data_cable_e600_silver,southridge_video,silver,0.48,0.95,308,computers_accessories,3,computers
922,sv_usb_data_cable_e600_grey,southridge_video,grey,0.48,0.95,308,computers_accessories,3,computers
923,sv_usb_sync_charge_cable_e700_blue,southridge_video,blue,1.01,1.99,308,computers_accessories,3,computers
924,sv_usb_sync_charge_cable_e700_black,southridge_video,black,1.01,1.99,308,computers_accessories,3,computers
925,sv_usb_sync_charge_cable_e700_white,southridge_video,white,1.01,1.99,308,computers_accessories,3,computers
